2 0.0967371639037917 0.09707348229932053
3 0.03467383793771572 0.05878740825779758
4 0.014920035159382016 0.020881728887074628
5 0.007678791481141103 0.008544854191321257
6 0.004634882916803694 0.0038868206038357514
7 0.003084164137158109 0.0014832341509566065
8 0.0023386427412030995 6.331411967816164E-4
9 0.001983491320447857 2.6850865704993213E-4
10 0.0017952003222475234 1.065744388847723E-4
11 0.0018005292364239773 4.527745394536934E-5
12 0.0020191303051964116 1.7182723560689634E-5
13 0.0023165373909037356 7.34094378003515E-6
14 0.0029372709104377934 2.9960463383102584E-6
15 0.003851277380979685 1.2885011681022774E-6
16 0.005456722580129932 4.88965059217517E-7
17 0.008810736395170373 2.0930198290730299E-7
18 0.013334559225713886 1.1975109482403666E-7
19 0.022283355265574654 5.10739450172335E-8
20 0.0391697138299659 1.501931543937964E-8
21 0.06888748278232118 8.170216582564953E-9
22 0.1383700157135584 1.8359825532061898E-9
23 0.26836874657556276 9.467420434367063E-10
24 0.5859200667999397 4.932071488666989E-10
25 1.2466180716747517 1.1876181290812264E-10
26 2.8752773850226476 7.842377983359265E-11
27 6.69430334529932 2.3026506920271958E-11
28 15.954231342028946 1.2661503684394747E-11
29 40.01934096691375 6.413609586213095E-12
30 98.96732992702897 1.2603794370076282E-12
31 276.38335921483844 4.918102347014323E-13
32 716.7123220919033 1.6056530003210748E-13
33 2167.9491753204416 8.66910464704672E-14
34 6091.234132695516 6.373382348943609E-14
35 17943.453051879103 2.699893606586453E-14
36 56714.55452046362 1.0538176710888844E-14
37 178301.18221565604 6.7364966082651035E-15
38 613711.9266772065 9.309212354785056E-16
39 2086891.8925097946 7.578445809012619E-16
40 7173598.812295162 6.546990296134414E-16
41 2.336810637340508E7 4.1503409083102235E-17
42 8.831191665533943E7 8.824635037158495E-18
43 3.399770759298969E8 4.3292883918620134E-18
44 1.1996106615996888E9 2.553177354277281E-18
45 6.922123234267331E9 2.215876069371903E-18
46 3.447250699890622E10 2.2525821451706035E-19
47 -3.630391583515647E10 1.2388015511151707E-19
48 1.5034754596480757E12 3.445852780731084E-20
49 -5.947515879890268E10 2.9410982010131977E-20
50 -1.3681763900860066E12 4.443150801329992E-19
